UrbanAgg,Country,Region,OID,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,PopR7080,PopR8090,PopR9000,PopR0010,Area1970,Area1980,Area1990,Area2000,Area2010,ArR7080,ArR8090,ArR9000,ArR0010,PD1970,PD1980,PD1990,PD2000,PD2010,Authors,Journal,Year
Beijing,China,China,54,4426,5366,6788,10162,16190,1.94452951,2.378583531,4.117500988,4.767544647,563.544244,871.367049,1327.529612,1784.080381,2452,4.454537742,4.300000002,2.999951455,3.231111828,7853.864266,6158.13968,5113.256939,5695.931701,6602.773246,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Belo Horizonte,Brazil,CS Am,269,1485,2441,3548,4807,5409,5.095502869,3.810571796,3.083475159,1.186898842,285.991079,358.343403,449,559.8, ,2.280935769,2.280935769,2.230069328, ,5192.469657,6811.901599,7902.004454,8586.995355, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Benin City,Nigeria,Africa,22,163,335,689,975,1296,7.469621732,7.477471687,3.532938245,2.886889702,74.36856087,107.2149409,154.369166,219.6947279,363.7630378,3.725752288,3.712361885,3.591926022,5.171942013,2191.786396,3124.564517,4463.326568,4437.97632,3562.758899,"Nkeki, FN",Remote Sensing Applications: Society and Environment,2016
Benin City,Nigeria,Africa,21,163,335,689,975,1296,7.469621732,7.477471687,3.532938245,2.886889702,22.292909,90.00902,385.706949,533.3,1462.6625,14.97725316,15.66371652,3.293123905,10.61582285,7311.742043,3721.84921,1786.330274,1828.239265,886.0553956,"Olayiwola, AM, Igbavboa, OE",Mediterranean Journal of Social Sciences,2015
Berlin,Germany,Europe,324,3206,3056,3422,3384,3475,-0.478025632,1.137605109,-0.111605012,0.265712765, , ,808.282973,642.72001,838.780865, , ,-2.265962776,2.698161592, , ,4233.665825,5265.123144,4142.91759,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Bhagalpur,India,India,385,170,221,258,343,408,2.666572499,1.542398817,2.912287188,1.735836603,14.23389249,15.97634015,17.89633713,20.43112831,27.04652989,1.161523617,1.141335852,1.333447897,2.844701054,11937.07204,13836.7735,14395.34795,16802.20469,15076.01905,"Sharma, L, Pandey, PC, & MS Nathawat",Journal of Land Use Science,2012
Bhopal,India,India,387,370,655,1046,1426,1851,5.877568137,4.792219413,3.147518458,2.642846949,6.075634546,12.03215471,23.0827037,55.41769441,138.544236,7.07181793,6.731921211,9.153125958,9.595822639,60898.98877,54437.46494,45315.31547,25731.85361,13360.35373,"Bharath, AH, Vinay, S, & TV Ramachandra",Journal of Settlements and Spatial Planning,2016
Bhopal,India,India,386,370,655,1046,1426,1851,5.877568137,4.792219413,3.147518458,2.642846949,52.204012,85.872022,141.253593,228.545479,366.307616,5.102919745,5.10291989,4.929429861,4.830421346,7087.577867,7627.62987,7405.121369,6239.458362,5053.12999,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Bhubaneswar,India,India,388,98,209,395,637,865,7.867849625,6.572482156,4.894866283,3.106885258,29.055428,43.892022,78.08,142.631247, ,4.211544155,5.929133957,6.210508342, ,3372.863755,4761.685392,5058.913934,4466.062054, ,"Routray, JK, Rath, KC, & NN Sahoo",Cities,1996
Birmingham-Hoover in Alabama,United States of America,N Am,487,559,606,623,666,752,0.814049812,0.270381399,0.662765077,1.224501024,81.64469366,158.2210871,306.6202012,575,775,6.839941123,6.839941123,6.489480418,3.029925498,6849.777676,3833.104747,2032.080722,1157.610435,970.0296774,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Bochum,Germany,Europe,325,425,402,395,392,377,-0.554825927,-0.17550904,-0.076210196,-0.389406363,75.902016,79.024918,82.27098,85.642057,89.51,0.404013695,0.403363456,0.40238791,0.442715787,5599.324266,5087.003064,4801.206938,4577.190387,4211.819908,"Henits, L, Jurgens, C, & L Mucsi",International Journal of Remote Sensing,2016
Bochum,Germany,Europe,326,425,402,395,392,377,-0.554825927,-0.17550904,-0.076210196,-0.389406363,786.255782,1015.685442,1312.062743,1774.801208,2223.267576,2.593427106,2.593427115,3.066970598,2.278465088,540.5365655,395.7918302,301.0526761,220.8698068,169.5702326,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Bogota,Colombia,CS Am,270,2383,3525,4740,6356,8506,3.991456365,3.006381051,2.975927473,2.956711451,2159.017151,2579.922024,3080.96206,3670.145246,4372,1.79701627,1.790670956,1.765293656,1.765293656,1103.939818,1366.380056,1538.625893,1731.782143,1945.552608,"Inostroza, L, Baur, R, & E Csaplovics",Journal of Environmental Management,2013
Bogota,Colombia,CS Am,271,2383,3525,4740,6356,8506,3.991456365,3.006381051,2.975927473,2.956711451,245.2965506,268.8018575,291.8764177,322.5712271,353.1881231,0.919265828,0.826960249,1.004950907,0.910892307,9716.504345,13114.32158,16241.28471,19703.84047,24083.35797,"Pares-Ramos, IK, Alvarez-Berrios, NL, & TM Aide",Land,2013
Brasilia,Brazil,CS Am,272,525,1293,1863,2932,3710,9.431895582,3.719743242,4.639368763,2.381383595,229.7102208,321.1990056,448.1500632,619.8610108,857.3638703,3.409249754,3.386760392,3.296851841,3.296851841,2285.488204,4025.541727,4157.089674,4730.092632,4327.217566,"Inostroza, L, Baur, R, & E Csaplovics",Journal of Environmental Management,2013
Brasilia,Brazil,CS Am,273,525,1293,1863,2932,3710,9.431895582,3.719743242,4.639368763,2.381383595,129.606662,199.244876,306.3,462.6, ,4.394106989,4.394106978,4.209152315, ,4050.717702,6489.501893,6082.272282,6338.089062, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Brisbane,Australia,Oceania,543,905,1135,1381,1666,2034,2.290364986,1.981121043,1.893887477,2.015836535,16.65072533,35.57426681,88.46659651,162.3833738,335.9543266,7.887288967,9.537881215,6.26156898,7.540949796,54351.98659,31905.08482,15610.41178,10259.67106,6054.394418,"Deilami, K, Kamruzzaman, M, & JF Hayes",Remote Sensing,2016
Brisbane,Australia,Oceania,544,905,1135,1381,1666,2034,2.290364986,1.981121043,1.893887477,2.015836535,86.24415056,143.5775723,239.0251298,388.2068276,632.0573862,5.229061156,5.229061156,4.969217722,4.995173166,10493.46529,7905.134357,5777.635185,4291.526788,3218.062227,"Shatu, FM, Kamruzzaman, M, & K Deilami",SAGE Open,2014
Bruxelles-Brussel,Belgium,Europe,327,1568,1654,1695,1792,1958,0.535384836,0.245161473,0.558047051,0.889848113, , ,1932.138613,2187.509222,2536.381089, , ,1.249097623,1.490749884, , ,877.2662523,819.1965465,771.9660143,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Bucuresti (Bucharest),Romania,Europe,328,1396,1865,2040,1949,1889,2.938857026,0.900921635,-0.455294252,-0.312199959,796.169229,804.620119,813.158901,821.780975,830.494472,0.105640777,0.105618502,0.105529294,0.105529313,1753.396074,2317.863991,2508.73476,2371.678171,2274.548554,"Ianos, I, Sirodoev, I, Pascariu, G, & G Henebry",Urban Studies,2016
Bucuresti (Bucharest),Romania,Europe,329,1396,1865,2040,1949,1889,2.938857026,0.900921635,-0.455294252,-0.312199959,195.558363,230.963724,272.333722,277.115293,304.92,1.677939816,1.661324779,0.174205626,0.960743869,7138.533881,8074.861141,7490.809383,7033.173734,6195.067559,"Mihai, B, Nistor, C, & G Simion",Acta Geographica Slovenica,2015
Budapest,Hungary,Europe,330,1946,2057,2005,1787,1734,0.556267724,-0.255717982,-1.144458915,-0.300620806,209.930685,253.846851,306.95,369.85, ,1.917693303,1.917693303,1.881609808, ,9269.726338,8103.311079,6532.00847,4831.688522, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Buenos Aires,Argentina,CS Am,274,8105,9422,10513,12407,14246,1.517919199,1.101560994,1.669823237,1.391837236,1322.173242,1537.623807,1787.379694,2073.975023,2406.52415,1.521066879,1.51650851,1.498277083,1.498277083,6129.772367,6127.872084,5881.953363,5982.126043,5919.68753,"Inostroza, L, Baur, R, & E Csaplovics",Journal of Environmental Management,2013
Bulawayo,Zimbabwe,Africa,23,260,386,570,665,658,4.01655078,3.976282297,1.545908509,-0.095585859,38.22101735,49.16507049,63.2428,80.8499,110.8811,2.549947494,2.549947494,2.486541979,3.20905554,6811.46181,7850.736228,9013.611036,8219.676215,5936.40395,"Gumbi, A, Sibanda, QE, Macherera, M, Moyo, L, & OL Kupika",Arboricultural Journal,2013
Calgary,Canada,N Am,488,389,568,738,927,1190,3.85798047,2.65280065,2.306290326,2.529000272,148.707967,204.127344,280.2,380.9, ,3.218298302,3.218298249,3.117953224, ,2615.865228,2782.576743,2633.832976,2433.709635, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Cali,Colombia,CS Am,275,851,1192,1552,1950,2402,3.432158647,2.67397887,2.310109034,2.104192412,58.8919786,70.32096642,82.49177473,100.0157153,119.0568769,1.789473616,1.609094624,1.94496,1.758014412,14444.0384,16951.80059,18814.5546,19499.42561,20173.03883,"Pares-Ramos, IK, Alvarez-Berrios, NL, & TM Aide",Land,2013
Caracas,Venezuela (Bolivarian Republic of),CS Am,276,2060,2575,2767,2864,2901,2.256518256,0.7217337,0.345149758,0.12844498,72.543836,98.009798,132.415392,177.489303, ,3.054485103,3.054485079,2.973001362, ,28396.62353,26272.88345,20896.36226,16136.18371, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Cebu City,Philippines,SE Asia,561,349,492,612,721,869,3.493712847,2.206527193,1.652574969,1.884578048,35.09599898,42.78265091,52.15281718,63.379902, ,1.960973136,1.960973136,1.960973136, ,9944.153468,11499.98865,11734.7448,11375.84593, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Chandigarh (Cha) ,India,India,389,219,406,564,791,1010,6.393684105,3.336513714,3.434921362,2.473301719,34.98460651,69.56431731,138.3235293,266.662635,505.0638811,7.115163092,7.115163092,6.784104626,6.595387957,6248.719702,5840.364941,4078.199877,2965.338583,1998.929319,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Changchun,China,China,73,1255,1655,2192,2730,3387,2.805281649,2.849990323,2.219136925,2.179848625,138.55246,202,328.1,399.3,682.4,3.842159907,4.970069826,1.983358029,5.50522568,9057.940942,8193.069307,6680.889973,6836.964688,4963.364596,"Sun, Y, Zhao, S, & W Qu",Environmental Earth Sciences,2015
Changchun,China,China,72,1255,1655,2192,2730,3387,2.805281649,2.849990323,2.219136925,2.179848625,96.189907,128.008423,169.542495,260.87,462.506543,2.89894078,2.84993043,4.403379493,5.893517411,13047.10691,12928.83672,12928.91201,10464.98256,7323.139643,"Yang, C, He, X, Yan, F, Yu, L, Bu, K, Yang, J, Chang, L, & S Zhang",Sustainability (Switzerland),2017
Changchun,China,China,71,1255,1655,2192,2730,3387,2.805281649,2.849990323,2.219136925,2.179848625,337.698019,767.4912,1656.955937,2069.852761,2828,8.556164176,8.000000001,2.249889973,3.170134142,3716.338058,2156.376516,1322.90784,1318.934395,1197.666195,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Changsha,China,China,75,731,830,1089,2182,3155,1.278222723,2.753110785,7.197013632,3.756296544,48.091472,78.316477,127.537593,204.422532,325.43519,4.99739088,4.997390902,4.830837324,4.759538105,15200.20015,10598.02524,8538.658872,10673.97013,9694.710643,"Huang, W, Zeng, Y, & S Li",Geocarto International,2015
Changsha,China,China,74,731,830,1089,2182,3155,1.278222723,2.753110785,7.197013632,3.756296544,61.954635,146.882,329.049624,700.587569,1573.63637,9.01580786,8.399999986,7.849988423,8.42868624,11798.9558,5650.794515,3309.531209,3114.528571,2004.910448,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Changzhi,China,China,76,181,260,373,494,647,3.688233904,3.674881678,2.849411663,2.734836282,25.317056,46.850287,86.698445,156.48, ,6.348141648,6.348141625,6.082745954, ,7149.330475,5549.592471,4302.268628,3156.952965, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Changzhou,China,China,78,327,469,784,1698,2501,3.689499507,5.263337197,8.042594554,3.946563004,75.47158976,120.8950494,193.6571499,304.3480168,782.968275,4.824428155,4.824428155,4.62457191,9.910040758,4326.502211,3880.249872,4045.814989,5579.806361,3194.08727,"Li, F, Ye, YP, Song, BW,  Wang, RS, & Y Tao",Ecological Indicators,2014
Charleston-North Charleston-Summerville in South Carolina,United States of America,N Am,489,230,330,395,426,552,3.656344773,1.803763879,0.770304903,2.62065347,61.79014095,105.3871684,179.7447795,300,375,5.484064344,5.484064344,5.255911592,2.256518256,3730.028714,3131.861355,2195.696593,1420.473333,1471.874667,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Charlotte-Gastonia-Rock Hill in North Carolina-South Carolina,United States of America,N Am,490,281,353,461,768,1265,2.303280612,2.714681996,5.232033908,5.112186776,361.388465,428.2474136,507.4756529,600,1000,1.711965371,1.711965371,1.688912756,5.240977915,777.8748555,824.2991991,909.263326,1280.658333,1265.072,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Chengdu,China,China,82,1750,2150,2955,4222,6234,2.079854211,3.231420288,3.632523696,3.974025088,76.045395,248.780105,442.145598,785.805318,2050,12.58337732,5.919266816,5.919266799,10.0636446,23012.57032,8642.170161,6683.318828,5372.832053,3040.97561,"Peng, W, Wang, G, Zhou, J, Zhao, J, & C Yang",Sustainable Cities and Society,2015
Chengdu,China,China,83,1750,2150,2955,4222,6234,2.079854211,3.231420288,3.632523696,3.974025088,39.4701,87.012127,182.882602,362.131509,807.9,8.225887482,7.710802274,7.070391885,8.35504314,44337.35917,24709.19944,16157.90659,11658.74798,7716.301522,"Qu, W, Zhao, S, & Y Sun",Urban Ecosystems,2014
Chengdu,China,China,85,1750,2150,2955,4222,6234,2.079854211,3.231420288,3.632523696,3.974025088,122.40073,203.610234,338.7,549.7, ,5.220790325,5.22079029,4.96174784, ,14297.30035,10559.39064,8724.534987,7680.553029, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Chengdu,China,China,80,1750,2150,2955,4222,6234,2.079854211,3.231420288,3.632523696,3.974025088,374.0938924,472.9335014,597.245698,751,1313.400979,2.372178713,2.36118268,2.317210342,5.748871104,4677.969984,4546.093676,4947.712491,5621.83755,4746.456033,"Schneider, A, Chang, C, & K Paulsen",Landscape and Urban Planning,2015
Chengdu,China,China,86,1750,2150,2955,4222,6234,2.079854211,3.231420288,3.632523696,3.974025088,126.572819,216.837679,371.474535,636.39,1060.65,5.530848431,5.530848442,5.530848471,5.240977915,13826.03322,9915.250938,7954.784841,6634.296579,5877.527931,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Chengdu,China,China,84,1750,2150,2955,4222,6234,2.079854211,3.231420288,3.632523696,3.974025088,54.736329,140.020194,301.124944,526.3, ,9.847834743,7.958192746,5.742278396, ,31971.45355,15354.92802,9813.202323,8022.040661, ,"Schneider, A, Seto, KC, & DR Webster",Environment and Planning B,2005
Chengdu,China,China,79,1750,2150,2955,4222,6234,2.079854211,3.231420288,3.632523696,3.974025088,197.306414,317.90061,503.22033,1478.921312,2754.581256,4.885394439,4.700000004,11.38294303,6.417009919,8869.453174,6763.120083,5872.17929,2854.783392,2263.138902,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Chennai (Madras),India,India,392,3057,4203,5338,6353,8523,3.236652378,2.418703476,1.755264221,2.982047554,47.87120437,91.3001405,174.1279703,320.5944,1582.998206,6.669364863,6.669364863,6.293997287,17.31470397,63852.35216,46038.26431,30655.93649,19815.09034,5383.773632,"Aithal, BH & TV Ramachandra",Journal of the Indian Society of Remote Sensing,2016
Chennai (Madras),India,India,390,3057,4203,5338,6353,8523,3.236652378,2.418703476,1.755264221,2.982047554,134.9679505,239.1322712,423.6875713,734.5869172,1257.950266,5.886539085,5.886539085,5.657357929,5.526620049,22647.51735,17577.30138,12599.03845,8647.862971,6774.91331,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Chennai (Madras),India,India,391,3057,4203,5338,6353,8523,3.234865223,2.419327046,1.756000455,2.982009808,188.171735,322.267538,545.503731,923.376652, ,5.527637918,5.404248546,5.404248537, ,16245.79802,13041.95895,9785.450945,6880.182628, ,"Murthy, Y, Raghavswamy, V, Pathan, SK, & KL Majumdar",Current Science,1991
Chicago,United States of America,N Am,491,7106,7216,7374,8315,8616,0.153730897,0.216829907,1.20824919,0.356231273,1275.063771,1332.873617,1400.857266,1548.17,1576.86,0.444394837,0.498711008,1.004907685,0.18378808,5573.054589,5413.866632,5263.919586,5370.857206,5464.023439,"Kuang, W, Chi, W, Lu, D, & Y Dou",Landscape and Urban Planning,2014
Chicago,United States of America,N Am,492,7106,7216,7374,8315,8616,0.153730897,0.216829907,1.20824919,0.356231273,2227.44871,2472.695396,2905.774265,3615.570488, ,1.049993696,1.627004627,2.209554649, ,3190.196914,2918.272915,2537.705729,2299.775382, ,"Wang, Y & DK Moskovits",Conservation Biology,2001
Chongqing,China,China,89,2237,2961,4011,7863,11244,2.843593318,3.081665165,6.962996614,3.641396486,173.270585,265.797845,407.735073,620, ,4.371676952,4.371676984,4.280081491, ,12910.44294,11140.04517,9837.269996,12682.25806, ,"Long, HL, Wu, XQ, Wang, WJ, & GH Dong",Sensors,2008
Chongqing,China,China,88,2237,2961,4011,7863,11244,2.843593318,3.081665165,6.962996614,3.641396486,48.597986,89.045578,159.650563,276.059001,513.2,6.242775704,6.012190843,5.628994518,6.396777288,46030.71411,33252.63384,25123.61951,28483.04157,21909.58691,"Qu, W, Zhao, S, & Y Sun",Urban Ecosystems,2014
Chongqing,China,China,90,2237,2961,4011,7863,11244,2.843593318,3.081665165,6.962996614,3.641396486,80.516371,131.847857,215.904632,353.55,565.68,5.055522793,5.055522826,5.055522764,4.812238947,27783.16971,22457.7029,18577.64682,22240.13577,19876.96224,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Chongqing,China,China,87,2237,2961,4011,7863,11244,2.843593318,3.081665165,6.962996614,3.641396486,186.44098,288.279985,439.19519,748.508455,1962.022324,4.45453772,4.300000002,5.476063627,10.11607513,11998.43511,10271.26458,9132.613679,10504.89136,5730.821644,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Chukyo MMA (Nagoya),Japan,E Asia,309,6603,7777,8407,8740,9165,1.649929126,0.781981957,0.389210439,0.475945958,1400.786322,1513.752512,1635.828843,1767.75,1909.17,0.778594786,0.778594789,0.778594787,0.772579524,4713.781036,5137.563729,5139.290725,4944.138029,4800.515407,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Chuzhou,China,China,91,34,69,140,285,389,7.333926578,7.331671924,7.367213603,3.159795879,623.013551,651.402714,681.0855,711.9801,860.8359,0.446592159,0.446592161,0.444606582,1.916676178,54.57345181,105.9252572,205.5542219,400.2920868,451.8863584,"Shi, T, Huang, Y, Wang, H, Shi, CE, & YJ Yang",Advances in Climate Change Research,2015
Cincinnati,United States of America,N Am,493,1202,1231,1335,1506,1628,0.23868451,0.814342322,1.212550882,0.781993101,381.854465,488.312145,623.712558,792.904144, ,2.489639439,2.477541117,2.429162065, ,3147.796111,2520.928493,2140.409044,1899.346865, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Ciudad de Mexico (Mexico City),Mexico,CS Am,277,8831,13028,15642,18457,20132,3.964911094,1.845408195,1.668609318,0.872452742,491.435025,751.782762,1150.055026,1759.320153, ,4.342833416,4.342833401,4.342833409, ,17969.82216,17329.47423,13601.08834,10490.98424, ,"Jazcilevich, A, Feuntes, V Jauregui, E, & E Luna",Climatic Change,2000
Cluj-Napoca,Romania,Europe,331,213,277,321,320,324,2.662069945,1.485156629,-0.031196406,0.124302391,72.324117,78.722425,85.662354,91.730214,97.824497,0.851307342,0.848432912,0.686730855,0.645305319,2945.075707,3518.692418,3747.270359,3488.490717,3312.05383,"Ivan, K",Geographia Technica,2015
